fecha,canal,campana,impresiones,clicks,conversiones,gasto,ingresos,segmento,ctr,tasa_de_conversion,ROI,CPA,mes
2024-01-18,Google Ads,BlackFriday,1526,1526,495,3534.904562617726,4370.634201012749,36-45,100.0,32.43774574049804,23.642212217920108,7.141221338621668,2024-01
2024-01-19,Google Ads,Verano2024,6011,2213,323,2254.0673809117975,12680.515250070168,18-25,36.81583763100982,14.595571622232265,462.5614991571701,6.978536783008661,2024-01
2024-01-20,TikTok,Navidad,25062,1992,91,4658.706191616312,2341.110328657223,18-25,7.948288245152023,4.568273092369478,-49.74762879723506,51.19457353424519,2024-01
2024-01-21,Facebook,BlackFriday,32416,1695,149,892.9636185704579,11575.71513405333,36-45,5.228899308983218,8.7905604719764,1196.3255045692508,5.993044419935959,2024-01
2024-01-22,Email,Descuento10,15130,3063,201,3628.040407653609,13974.859179707722,46+,20.24454725710509,6.562193927522038,285.19028482226287,18.049952276883626,2024-01
2024-01-23,Instagram,Verano2024,47809,2798,206,1340.584181764442,8631.195822615251,18-25,5.8524545587650865,7.36240171551108,543.8384056758819,6.50769020274001,2024-01
2024-01-24,TikTok,Descuento10,39931,3781,406,3471.0249053458424,13304.070275220734,46+,9.468833738198393,10.73790002644803,283.2893925575321,8.549322426960202,2024-01
2024-01-25,Instagram,Descuento10,18642,4160,191,1034.044800925435,4097.515875841955,18-25,22.315202231520225,4.591346153846154,296.2609620177788,5.413847125264058,2024-01
2024-01-26,TikTok,Verano2024,35873,3171,56,334.12692289848854,10980.915844903731,36-45,8.839517185627074,1.7660044150110374,3186.450475060896,5.966552194615867,2024-01
2024-01-27,Google Ads,Verano2024,3080,3080,475,3945.482629612825,11811.927991593908,46+,100.0,15.422077922077923,199.3785323736941,8.306279220237526,2024-01
2024-01-28,Google Ads,BlackFriday,23229,3368,352,4105.486650036341,7568.673139109244,36-45,14.499117482457274,10.451306413301662,84.35507856400525,11.663314346694152,2024-01
2024-01-29,Facebook,Navidad,9640,84,84,895.9062121622845,9239.918792131719,26-35,0.8713692946058091,100.0,931.3488919594631,10.665550144789101,2024-01
2024-01-30,Email,Descuento10,4207,1734,494,4054.7877415358544,1788.9738793046986,26-35,41.21701925362491,28.489042675893888,-55.879962322588085,8.208072351287155,2024-01
2024-01-31,TikTok,Descuento10,20318,2457,409,1707.4060021837656,4506.881465793196,18-25,12.092725661974605,16.64631664631665,163.96073693245262,4.174586802405295,2024-01
2024-02-01,TikTok,Verano2024,29385,4069,112,2898.622301711734,1613.5186319574677,46+,13.847200952867109,2.752519046448759,-44.334981794467296,25.88055626528334,2024-02
2024-02-02,TikTok,Navidad,44823,1799,208,3049.221871735279,3971.8938010030665,18-25,4.013564464672155,11.561978877153974,30.259258528232486,14.659720537188841,2024-02
2024-02-03,Facebook,Descuento10,35878,758,454,4576.798813623208,13442.291226852378,18-25,2.1127153130051846,59.894459102902374,193.7050933250621,10.081054655557727,2024-02
2024-02-04,Email,Verano2024,4046,4046,313,2894.1295512881584,947.2654529364182,18-25,100.0,7.73603559070687,-67.26941775931225,9.246420291655458,2024-02
2024-02-05,Instagram,BlackFriday,25664,3380,171,4357.886886079932,7704.038272119565,46+,13.170199501246882,5.059171597633136,76.78380539724404,25.484718632046388,2024-02
2024-02-06,Facebook,BlackFriday,37192,2926,125,2165.449385149035,8078.656861034341,46+,7.867283286728329,4.272043745727956,273.0706853015793,17.32359508119228,2024-02
2024-02-07,TikTok,LanzamientoProducto,17840,3235,412,3300.544319961501,4643.701086866472,46+,18.13340807174888,12.735703245749614,40.69500775316473,8.011029902819176,2024-02
2024-02-08,Google Ads,LanzamientoProducto,49619,3687,141,1038.1838106874434,11833.539562224138,18-25,7.430621334569419,3.8242473555736374,1039.8308700641792,7.363005749556336,2024-02
2024-02-09,Email,BlackFriday,13779,2359,442,3589.8500924912328,9048.384991142095,18-25,17.120255461209087,18.73675286138194,152.05467520964993,8.121832788441703,2024-02
2024-02-10,Instagram,Verano2024,35032,4007,29,4645.997422093403,3331.0519676543963,18-25,11.438113724594656,0.7237334664337409,-28.30275901975244,160.2068076583932,2024-02
2024-02-11,Google Ads,Verano2024,41144,3211,77,2193.164210492382,7332.201861004663,36-45,7.804297102858254,2.398006851448147,234.3206963676709,28.48265208431665,2024-02
2024-02-12,Email,LanzamientoProducto,1376,1076,284,3271.718779819398,838.8423515171282,26-35,78.19767441860465,26.394052044609666,-74.36080519232668,11.520136548659853,2024-02
2024-02-13,Instagram,Navidad,17202,2399,147,2767.060070177225,759.6472441098058,18-25,13.946052784559933,6.127553147144644,-72.54677437988718,18.823537892362076,2024-02
2024-02-14,Instagram,BlackFriday,5360,2234,283,171.05441349518313,11155.848313586845,36-45,41.679104477611936,12.667860340196956,6421.812612511743,0.6044325565200818,2024-02
2024-02-15,Instagram,Navidad,47296,1111,406,4548.136494936959,2997.8276971097207,18-25,2.349035859269283,36.543654365436545,-34.08668142552584,11.202306637775761,2024-02
2024-02-16,Instagram,LanzamientoProducto,27260,4570,354,4065.5226688257862,14542.990757782738,26-35,16.764490095377845,7.746170678336981,257.71515601911716,11.484527313067193,2024-02
2024-02-17,TikTok,Navidad,49842,1410,13,2135.8753392330323,5694.049673443818,18-25,2.8289394486577586,0.9219858156028369,166.59091796473874,164.29810301792557,2024-02
2024-02-18,Email,Verano2024,27507,4102,379,545.7446526442907,10631.383136970231,36-45,14.912567710037445,9.239395416869819,1848.050811942564,1.439959505657759,2024-02
2024-02-19,Email,Descuento10,36761,4271,126,1822.8171697957944,7205.902071395596,36-45,11.618291123745275,2.9501287754624212,295.31677618566954,14.466802934887257,2024-02
2024-02-20,TikTok,Descuento10,46518,4614,96,2675.6449059837546,6437.202617220035,18-25,9.918741132464852,2.080624187256177,140.58508671401103,27.871301103997443,2024-02
2024-02-21,TikTok,Navidad,43501,3228,350,1296.4494802958422,10185.06740124688,46+,7.4205190685271605,10.842627013630732,685.6123633080332,3.704141372273835,2024-02
2024-02-22,Email,Descuento10,16760,1882,399,4179.274950259893,9577.829919153171,26-35,11.229116945107398,21.200850159404887,129.17443894323256,10.474373308922036,2024-02
2024-02-23,Instagram,Navidad,5420,3942,179,1547.8374545504753,13214.51683043613,26-35,72.73062730627306,4.540842212075089,753.7406038073879,8.64713661760042,2024-02
2024-02-24,Google Ads,BlackFriday,1078,787,479,1104.1726328228347,1724.1094851412968,36-45,73.00556586270872,60.864040660736975,56.14492099243429,2.3051620726990287,2024-02
2024-02-25,TikTok,LanzamientoProducto,25799,2988,16,947.0336223881891,7845.044034395956,18-25,11.581844257529362,0.535475234270415,728.3807299906267,59.18960139926182,2024-02
2024-02-26,Email,Navidad,20010,3234,33,3658.7209979091317,9311.432937047299,18-25,16.16191904047976,1.0204081632653061,154.49967194460993,110.87033326997368,2024-02
2024-02-27,Facebook,Verano2024,5738,327,327,2778.4511636619345,9922.832624363282,26-35,5.698849773440223,100.0,257.13539810018534,8.496792549424876,2024-02
2024-02-28,Email,LanzamientoProducto,47798,3593,495,3510.2745548711223,9569.460841499953,36-45,7.517050922632746,13.776788199276371,172.61288802098528,7.091463747214388,2024-02
2024-02-29,Instagram,Verano2024,1175,1175,427,1522.6910127651315,5833.734626982484,36-45,100.0,36.340425531914896,283.1200537782587,3.566021107178294,2024-02
2024-03-01,Facebook,Descuento10,36655,482,14,2060.0151197347745,950.6178150837619,46+,1.3149638521347702,2.904564315352697,-53.853842820039446,147.14393712391248,2024-03
2024-03-02,Instagram,BlackFriday,22508,1230,234,4488.475637031229,10845.697861080158,46+,5.464723653811978,19.024390243902438,141.63432617523858,19.181519816372774,2024-03
2024-03-03,TikTok,Descuento10,2902,2568,360,1718.9720530655588,1135.6716610728456,46+,88.49069607167472,14.018691588785046,-33.93309338290138,4.774922369626553,2024-03
2024-03-04,Google Ads,BlackFriday,45559,3536,217,4524.450769330734,7325.358842689625,18-25,7.7613643846440885,6.136877828054298,61.906034923509765,20.850003545302922,2024-03
2024-03-05,Facebook,Navidad,47317,2023,495,4834.798658136997,10927.286389204908,26-35,4.275418982606674,24.468610973801287,126.01326677408203,9.767270016438378,2024-03
2024-03-06,TikTok,LanzamientoProducto,26652,531,10,195.71696345940717,4465.918148200815,46+,1.9923457901846016,1.8832391713747645,2181.8247684121015,19.571696345940715,2024-03
2024-03-07,Instagram,Verano2024,27384,2712,473,2521.7290829472736,903.1083512807272,18-25,9.903593339176162,17.441002949852507,-64.18693992991435,5.331351126738422,2024-03
2024-03-08,Facebook,Navidad,30478,2177,437,3148.0744171666197,1844.4469718072576,36-45,7.142857142857142,20.0734956361966,-41.41031222929837,7.203831618230251,2024-03
2024-03-09,Facebook,Verano2024,2924,2924,493,161.25685709244283,2517.038216231888,26-35,100.0,16.86046511627907,1460.887556421219,0.32709301641469135,2024-03
2024-03-10,Email,BlackFriday,46336,2631,357,1815.8048133368357,10143.921855702056,26-35,5.6780904696132595,13.568985176738883,458.6460494650279,5.086287992540156,2024-03
2024-03-11,TikTok,Verano2024,31228,4543,15,237.41368167702956,9976.192653605207,36-45,14.547841680543103,0.3301782962799912,4102.029378903495,15.827578778468638,2024-03
2024-03-12,Facebook,Descuento10,14933,831,169,3120.80823240031,14686.771837720225,18-25,5.564856358400857,20.33694344163658,370.6079561455199,18.46632090177698,2024-03
2024-03-13,Google Ads,Verano2024,9327,4515,155,2369.4756820558237,5196.227832609348,18-25,48.4078481826954,3.433001107419712,119.29863521962609,15.28693988423112,2024-03
2024-03-14,Google Ads,BlackFriday,8853,1260,226,1388.2834488451751,2404.876218845886,18-25,14.23246357167062,17.936507936507937,73.22660014756711,6.142847118783961,2024-03
2024-03-15,Email,Verano2024,49161,1524,87,3910.192354894445,3001.7065397508013,18-25,3.1000183071947274,5.708661417322835,-23.233788332854743,44.9447397114304,2024-03
2024-03-16,Facebook,LanzamientoProducto,42241,1324,329,2760.28060353418,966.3689503827839,46+,3.134395492530953,24.848942598187314,-64.99019160785777,8.389910649040061,2024-03
2024-03-17,Email,BlackFriday,37707,2344,374,1728.8934447924817,12446.235152396514,46+,6.216352401410878,15.955631399317404,619.896023082581,4.622709745434443,2024-03
2024-03-18,Email,LanzamientoProducto,43465,3964,19,4682.984243929933,1604.251515933254,46+,9.119981594386289,0.479313824419778,-65.74296575922331,246.47285494368066,2024-03
2024-03-19,Email,Navidad,42762,4110,478,4881.58838888555,13458.071257277625,26-35,9.611337168514101,11.630170316301705,175.69041437248373,10.212528010220815,2024-03
2024-03-20,Facebook,LanzamientoProducto,18910,3443,359,993.765188902681,1202.3406068484655,18-25,18.207297726070863,10.426953238454836,20.988400506974315,2.7681481585032897,2024-03
2024-03-21,Facebook,Navidad,16796,362,362,4894.119795345604,12293.02221347835,26-35,2.1552750654917836,100.0,151.17943016370862,13.519667942943657,2024-03
2024-03-22,Instagram,BlackFriday,12022,2929,318,2979.2596915488334,3338.455468545616,46+,24.363666611212775,10.856947763741893,12.056544718666226,9.368741168392559,2024-03
2024-03-23,Email,Verano2024,32554,4908,177,4389.256318961092,834.7052971791303,26-35,15.076488296369108,3.606356968215159,-80.98299036277973,24.79805829921521,2024-03
2024-03-24,Email,BlackFriday,3472,1097,230,1528.3378785579853,10672.4062786899,26-35,31.59562211981567,20.96627164995442,598.3014965747959,6.644947298078197,2024-03
2024-03-25,Email,Descuento10,15728,2962,404,328.3779242667174,538.4257245159351,26-35,18.83265513733469,13.639432815665092,63.96526219546088,0.812816644224548,2024-03
2024-03-26,Email,BlackFriday,46219,707,58,161.66689815852467,4816.212786888704,46+,1.5296739436162616,8.203677510608204,2879.0964271276493,2.7873603130780116,2024-03
2024-03-27,Google Ads,BlackFriday,3483,1433,468,2211.5623176844138,1327.844221118586,26-35,41.14269308067758,32.658757850662944,-39.95899593239194,4.725560507872679,2024-03
2024-03-28,Facebook,Descuento10,4959,4166,371,122.28936133186696,2259.8183733192946,26-35,84.00887275660416,8.905424867978876,1747.9272020945753,0.3296209200319864,2024-03
2024-03-29,Email,Descuento10,2465,775,167,2282.858991804357,2318.4515606797418,26-35,31.44016227180527,21.548387096774192,1.55912253026423,13.669814322181779,2024-03
2024-03-30,Facebook,BlackFriday,30657,2052,18,3745.454211837808,10986.259951334805,26-35,6.6934142283980815,0.8771929824561403,193.32250055578973,208.0807895465449,2024-03
2024-03-31,TikTok,Descuento10,15857,1794,58,3374.8378355313166,14596.243839619392,46+,11.31361543797692,3.2329988851727984,332.5020801279904,58.18685923329856,2024-03
2024-04-01,Email,BlackFriday,31697,2585,96,3686.5819398702565,4046.50701268803,18-25,8.155345931791652,3.713733075435203,9.763110618136444,38.40189520698184,2024-04
2024-04-02,Facebook,BlackFriday,34404,3236,486,3013.4463030866154,6284.139813846767,18-25,9.40588303685618,15.018541409147096,108.53664481792964,6.200506796474517,2024-04
2024-04-03,Instagram,Descuento10,22731,104,104,4774.550088871723,5928.651867111594,46+,0.4575249659055915,100.0,24.171948283248543,45.909135469920415,2024-04
2024-04-04,Email,Navidad,43937,752,176,1276.503080570468,4223.559294571445,36-45,1.7115415253658648,23.404255319148938,230.869494861222,7.252858412332205,2024-04
2024-04-05,TikTok,Descuento10,35768,4085,469,4528.749891121802,10834.204724344101,46+,11.420823082084546,11.481028151774787,139.2316861123986,9.65618313672026,2024-04
2024-04-06,Email,Verano2024,22720,1372,332,4910.470727727068,4434.030587380629,18-25,6.038732394366198,24.198250728862973,-9.702534986232795,14.790574481105628,2024-04
2024-04-07,Facebook,Navidad,20786,4031,350,117.38554477930701,7959.011907929509,18-25,19.392860579236025,8.682709005209626,6680.231691127733,0.33538727079802005,2024-04
2024-04-08,Google Ads,Verano2024,16095,3199,431,2212.5751512294496,2381.378968793149,46+,19.87573780677229,13.472960300093778,7.6292919347802055,5.133585037655336,2024-04
2024-04-09,Google Ads,Descuento10,43606,3019,283,3412.753834133085,12795.464156610537,36-45,6.923359170756319,9.373964889036104,274.93076789292854,12.05920082732539,2024-04
2024-04-10,Email,Descuento10,30086,828,76,3111.224198330462,10466.903750269725,26-35,2.7521106162334643,9.178743961352657,236.42396314243283,40.937160504348185,2024-04
2024-04-11,Google Ads,BlackFriday,36403,650,5,4947.294073625453,8311.999748200069,26-35,1.7855671235887154,0.7692307692307693,68.01103036328924,989.4588147250906,2024-04
2024-04-12,Facebook,Verano2024,37825,4624,471,3335.8036027692247,9404.239391597355,26-35,12.224719101123597,10.18598615916955,181.91825753142078,7.082385568512154,2024-04
2024-04-13,Facebook,Descuento10,9614,2000,72,3125.4863066546936,3753.3617562783065,46+,20.80299563137092,3.5999999999999996,20.088888192751284,43.40953203687074,2024-04
2024-04-14,Google Ads,Descuento10,43444,3627,56,4639.013666601812,12738.809613556392,46+,8.348678758861983,1.5439757375241245,174.6016832256473,82.83952976074663,2024-04
2024-04-15,Email,Descuento10,41093,1418,51,4520.360720014845,2274.93370181237,26-35,3.450709366558781,3.596614950634697,-49.67362467911855,88.63452392185971,2024-04
2024-04-16,Facebook,Verano2024,43111,2256,351,4187.511057864975,13276.710084092276,26-35,5.233003177843242,15.558510638297873,217.0549259602786,11.930230934088247,2024-04
2024-04-17,Email,Descuento10,38933,3208,337,2096.135932374624,9390.53213871431,46+,8.2397965736008,10.50498753117207,347.9925177407828,6.219987929895027,2024-04
2024-04-18,TikTok,LanzamientoProducto,26250,1755,278,3517.7411880573027,14135.37725754644,26-35,6.685714285714285,15.840455840455842,301.8310757350742,12.653745280781663,2024-04
2024-04-19,TikTok,LanzamientoProducto,16223,3775,457,4784.399476145111,4678.3638657986085,36-45,23.269432287493068,12.105960264900663,-2.216278362105706,10.469145462024313,2024-04
2024-04-20,Facebook,Descuento10,47684,2659,176,1275.4416538166522,14063.028737959608,18-25,5.576293935072561,6.61902971041745,1002.6007105756014,7.246827578503706,2024-04
2024-04-21,TikTok,Navidad,25716,3394,308,2491.108046443063,9755.450470055355,26-35,13.198009021620779,9.074837949322333,291.6108931519333,8.088013137802152,2024-04
2024-04-22,TikTok,Verano2024,35589,4471,406,3812.098814370678,644.8304515280975,26-35,12.562870549889011,9.08074256318497,-83.08463439884494,9.389405946725809,2024-04
2024-04-23,Email,BlackFriday,42413,310,153,3029.050488629559,1991.9208989028327,36-45,0.7309079763280126,49.354838709677416,-34.2394289438192,19.7977156119579,2024-04
2024-04-24,TikTok,Navidad,26738,1924,325,3940.3656109494523,9096.579733173594,18-25,7.195751365098362,16.89189189189189,130.85623597709056,12.124201879844469,2024-04
2024-04-25,Email,LanzamientoProducto,10994,381,281,1393.6511994244233,1878.659731013697,46+,3.4655266509004914,73.75328083989501,34.80128541413961,4.959612809339585,2024-04
2024-04-26,Google Ads,Verano2024,16939,241,31,741.0446621262853,11344.212238066266,26-35,1.4227522285849223,12.863070539419086,1430.8405576414555,23.904666520202753,2024-04
2024-04-27,TikTok,BlackFriday,17625,4245,420,2408.941830276006,10243.58359620419,26-35,24.085106382978726,9.89399293286219,325.231670912972,5.7355757863714425,2024-04
2024-04-28,TikTok,LanzamientoProducto,31101,3591,381,3357.5915586192737,3216.453488073001,36-45,11.546252532072923,10.609857978279031,-4.203550910888996,8.812576269341925,2024-04
2024-04-29,TikTok,Descuento10,39365,1278,383,3027.977407009904,9735.420842944293,36-45,3.2465388035056524,29.968701095461658,221.51563682101317,7.9059462324018375,2024-04
2024-04-30,TikTok,Descuento10,41004,1055,381,3092.3098448791043,8717.435366545718,26-35,2.5729197151497414,36.11374407582939,181.90691760665177,8.116298805456967,2024-04
2024-05-01,Google Ads,BlackFriday,17670,1535,152,554.0431449352237,4071.8491065517364,18-25,8.687040181097906,9.902280130293159,634.9335776057295,3.6450206903633138,2024-05
2024-05-02,Google Ads,Verano2024,10819,2167,434,2507.4620776940965,10759.665477857843,46+,20.02957759497181,20.027688047992616,329.1058107547776,5.777562391000222,2024-05
2024-05-03,Facebook,BlackFriday,28990,463,197,1092.0786720665303,4143.954176615428,18-25,1.5971024491203862,42.54859611231102,279.4556456975634,5.543546558713352,2024-05
2024-05-04,Google Ads,BlackFriday,47594,1704,24,3582.322427381047,13038.551938396608,46+,3.5802832289784425,1.4084507042253522,263.96924628386375,149.2634344742103,2024-05
2024-05-05,Google Ads,Navidad,46218,4212,418,2836.2539215820475,6245.513476540612,26-35,9.113332467869661,9.924026590693257,120.20290316802445,6.785296463114946,2024-05
2024-05-06,TikTok,Descuento10,25123,1338,456,3043.81000557177,7681.420332120052,26-35,5.325797078374398,34.08071748878923,152.36201727634185,6.675021942043355,2024-05
2024-05-07,Instagram,Descuento10,12092,4032,406,3018.277785112807,10089.241658694722,26-35,33.34435990737678,10.069444444444445,234.2714745626914,7.434181736731052,2024-05
2024-05-08,Instagram,LanzamientoProducto,9713,2104,331,1600.4460464585786,13302.99764066555,18-25,21.66169051786266,15.7319391634981,731.2056298368847,4.8351844303884555,2024-05
2024-05-09,Google Ads,Navidad,28898,3153,148,508.50917771985655,7114.425896711767,36-45,10.910789674025883,4.693942277196321,1299.0752199621427,3.435872822431463,2024-05
2024-05-10,Facebook,Descuento10,34227,2211,470,2124.136414457965,9996.061236604013,46+,6.459812428784294,21.25734961555857,370.5941279743465,4.519439179697798,2024-05
2024-05-11,Google Ads,Navidad,1868,332,37,1558.9329280827135,9154.31615640212,46+,17.77301927194861,11.144578313253012,487.2168065409169,42.133322380613876,2024-05
2024-05-12,Instagram,Verano2024,47219,4343,224,2891.566696561946,1546.2008743518093,36-45,9.197568775281137,5.157725074833064,-46.5272277416173,12.90877989536583,2024-05
2024-05-13,TikTok,Navidad,36670,684,380,1193.3749670460013,9676.911203638829,46+,1.865284974093264,55.55555555555556,710.8860560057157,3.14046043959474,2024-05
2024-05-14,TikTok,Descuento10,12861,4358,424,1196.1388068498663,1172.3222262382822,36-45,33.88538993857399,9.729233593391463,-1.991121805863584,2.8210820916270434,2024-05
2024-05-15,Facebook,BlackFriday,20926,422,278,1693.2643543162515,7831.35916733068,26-35,2.016630029628214,65.87677725118483,362.5006808516336,6.090878972360617,2024-05
2024-05-16,Instagram,Verano2024,46654,713,159,949.2900154214889,2044.644031801529,46+,1.5282719595318728,22.30014025245442,115.38665724759556,5.970377455481062,2024-05
2024-05-17,Email,Verano2024,19318,3656,91,2069.852729549214,9325.831814426938,18-25,18.925354591572628,2.4890590809628006,350.55533088375705,22.745634390650704,2024-05
2024-05-18,Facebook,Descuento10,6109,4121,230,4137.684284228409,10954.268463479008,26-35,67.45784907513504,5.581169619024508,164.74394156251458,17.9899316705583,2024-05
2024-05-19,TikTok,Navidad,30083,1560,399,4274.821482514601,11893.815970481468,18-25,5.185653026626333,25.576923076923073,178.22953587959202,10.713838302041605,2024-05
2024-05-20,Email,BlackFriday,19828,4681,127,630.4105919300689,9055.161835853296,26-35,23.608029049828524,2.71309549241615,1336.3911317114705,4.96386292858322,2024-05
2024-05-21,Facebook,Descuento10,3146,3146,41,1720.5776913079715,14844.818699235966,46+,100.0,1.3032422123331213,762.7810748813694,41.96530954409687,2024-05
2024-05-22,Facebook,Verano2024,47564,4442,175,3104.739217051532,5718.528912179127,46+,9.338995879236398,3.939666816749212,84.1870930985896,17.741366954580183,2024-05
2024-05-23,Google Ads,Verano2024,13843,1581,458,1212.0476779304859,664.303416596433,36-45,11.42093476847504,28.969006957621758,-45.19164314305691,2.6463923098918904,2024-05
2024-05-24,Facebook,Verano2024,1037,1037,282,4605.4368563110465,12367.112156857207,26-35,100.0,27.193828351012538,168.53287848057178,16.33133636989733,2024-05
2024-05-25,Email,Verano2024,36587,1952,230,3562.5035132193134,7058.824241482515,36-45,5.335228359799929,11.782786885245903,98.14223944732888,15.489145709649188,2024-05
2024-05-26,Facebook,Verano2024,21782,3462,165,1179.4207011364585,8367.459831869684,26-35,15.893857313378017,4.766031195840554,609.4550590647614,7.14800424931187,2024-05
2024-05-27,Google Ads,Navidad,3020,3020,112,622.7458084314869,12781.556585167076,18-25,100.0,3.708609271523179,1952.4516443330303,5.560230432423991,2024-05
2024-05-28,Facebook,BlackFriday,42479,1997,355,461.50170112578,4298.854248747801,46+,4.701146448833541,17.776664997496244,831.492611676456,1.3000047919036057,2024-05
2024-05-29,Instagram,Navidad,33353,822,230,1021.0729827894569,5237.846534274788,46+,2.464545917908434,27.980535279805352,412.9747454452843,4.439447751258508,2024-05
2024-05-30,Instagram,BlackFriday,21417,1729,493,2038.1846213950814,1902.2982767057374,18-25,8.073026100761076,28.51359167148641,-6.6670282595074015,4.134248724939313,2024-05
2024-05-31,Instagram,Navidad,43503,1036,399,3778.8643665134446,10385.98256008849,46+,2.381444957819001,38.513513513513516,174.84401536409416,9.47083801131189,2024-05
2024-06-01,Facebook,Descuento10,36832,1681,292,790.894845971026,3588.4255499274623,26-35,4.563966116420504,17.37061273051755,353.7171494045774,2.708543993051459,2024-06
2024-06-02,Email,Verano2024,2752,1208,385,278.6648243562674,12871.947505979768,36-45,43.895348837209305,31.870860927152318,4519.150456364468,0.7238047385877076,2024-06
2024-06-03,Instagram,Descuento10,31717,4864,462,4469.3328168782,9348.94460233335,36-45,15.335624428539898,9.498355263157894,109.1798705844316,9.67388055601342,2024-06
2024-06-04,Email,BlackFriday,8994,2343,138,1743.340074026143,13714.799546652945,18-25,26.050700466977982,5.8898847631242,686.6967409852175,12.632899087145963,2024-06
2024-06-05,Facebook,BlackFriday,49186,2394,216,1718.771850506236,1384.4262155198699,46+,4.867238645142927,9.022556390977442,-19.4525896434649,7.957277085677019,2024-06
2024-06-06,Facebook,LanzamientoProducto,24056,2399,287,2673.0263189890775,14879.772524285276,26-35,9.972564017292983,11.963318049187162,456.663898839302,9.313680553968911,2024-06
2024-06-07,Email,Verano2024,46433,4020,273,2157.1656743217204,6267.998651064671,46+,8.657635733206986,6.791044776119402,190.56640042427543,7.901705766746229,2024-06
2024-06-08,Email,Verano2024,48517,3044,201,1546.627612953842,8412.121181103108,18-25,6.274089494404024,6.603153745072274,443.90087896058805,7.69466474106389,2024-06
2024-06-09,Instagram,BlackFriday,49613,4152,175,3606.3386715208,9834.143933374688,18-25,8.368774313184044,4.214836223506744,172.69052712754817,20.60764955154743,2024-06
2024-06-10,TikTok,LanzamientoProducto,12832,4636,390,3981.6261439919244,7536.535580326401,26-35,36.1284289276808,8.412424503882658,89.28285348182821,10.209297805107498,2024-06
2024-06-11,Google Ads,Verano2024,33759,4115,479,4148.770394689225,8154.380897860229,26-35,12.189342101365561,11.64034021871203,96.54934166273752,8.661316064069364,2024-06
2024-06-12,Email,Verano2024,16735,119,119,3873.1483551414917,6548.756501613341,36-45,0.7110845533313416,100.0,69.08096207882298,32.547465169256235,2024-06
2024-06-13,Instagram,Descuento10,35953,1905,55,3483.096285198392,3209.8085034455107,46+,5.298584262787529,2.8871391076115485,-7.846116195932695,63.32902336724349,2024-06
